"id","price"
15571228,208.644903079662
36612662,103.790632102282
10774735,117.182893265032
2410044,103.790632102282
24743312,115.547610253616
19986938,113.478006257119
7970680,161.23652937355
15238549,103.790632102282
11850189,103.790632102282
14341076,103.790632102282
12796161,103.790632102282
7784309,103.790632102282
13680560,103.790632102282
12713008,103.790632102282
8081689,103.790632102282
15485177,142.083141009807
18261152,103.790632102282
21283348,103.790632102282
19567597,103.790632102282
4872552,113.478006257119
2286416,103.790632102282
20336287,103.790632102282
30419088,103.790632102282
33799104,113.478006257119
16625638,103.790632102282
16591718,113.478006257119
5355511,154.954207607987
35269262,103.790632102282
1149297,103.790632102282
18832077,127.800826890059
6874231,103.790632102282
21591869,103.790632102282
30072007,105.860236098779
26430520,103.790632102282
1749530,103.790632102282
7811284,133.163400441641
9964667,103.790632102282
2057884,103.790632102282
27473790,103.790632102282
3043028,103.694306231383
290952,125.704087928717
11802209,113.478006257119
22487104,103.790632102282
3675670,103.790632102282
8413725,103.790632102282
29391681,113.478006257119
31617424,103.790632102282
17000071,103.790632102282
9716926,103.790632102282
21963470,170.869426917639
6793851,117.182893265032
18707167,175.419883203457
14828491,168.231079189245
7523859,103.790632102282
24081377,113.478006257119
26457071,103.790632102282
14678595,103.790632102282
15492805,103.790632102282
10856695,103.790632102282
30357369,103.790632102282
16170900,103.790632102282
21619164,126.870267419869
15585574,103.790632102282
27759661,103.790632102282
17170348,118.121852233929
26337117,103.790632102282
1645405,137.678141888595
23310945,113.478006257119
19056147,103.790632102282
10723190,103.790632102282
34929199,103.790632102282
17348497,103.790632102282
10601796,126.870267419869
6418028,103.790632102282
25464971,103.790632102282
17940077,126.870267419869
25779329,103.790632102282
25773004,103.790632102282
24626159,103.790632102282
557660,118.589597537955
2633704,103.790632102282
2784745,124.747209494477
25022491,103.790632102282
7238097,113.478006257119
33640552,103.790632102282
5771473,103.790632102282
17265255,103.790632102282
11484389,103.790632102282
20587413,103.790632102282
21661140,103.790632102282
7042447,103.790632102282
17075445,103.790632102282
9014130,103.790632102282
30991581,113.478006257119
13078542,110.047068138466
5511520,103.790632102282
18565279,103.790632102282
18996232,103.790632102282
23873277,139.096349091467
18997269,103.790632102282
9611651,128.276971692792
4517832,125.704087928717
15962352,168.707223991978
17623843,103.790632102282
17994306,152.010262341475
23122700,103.790632102282
36566854,103.790632102282
18799607,103.790632102282
24998009,103.790632102282
11823267,103.790632102282
18896769,103.790632102282
19680467,103.790632102282
17898320,142.746567212323
35146149,103.790632102282
18847921,103.790632102282
10958863,154.73268865017
18917164,103.790632102282
11397527,113.849425690246
14791022,103.790632102282
13350906,126.870267419869
33005075,113.478006257119
19401531,103.790632102282
34190574,103.790632102282
1031242,103.790632102282
10045691,103.790632102282
16247229,103.790632102282
35533558,113.478006257119
2608088,103.790632102282
13086053,103.790632102282
13444876,103.790632102282
21911464,103.790632102282
17152923,137.911728324381
3054117,103.790632102282
2735951,139.096349091467
29419858,103.790632102282
3928333,159.917512248385
26709573,134.222445916698
13031691,148.933462160599
16607183,126.07347269641
18468262,103.790632102282
18861707,103.790632102282
33538228,151.303989487132
33894839,103.790632102282
16354086,103.790632102282
29501437,155.660480462331
12327261,105.860236098779
13399737,103.790632102282
24569454,103.790632102282
27906938,103.790632102282
16605301,126.07347269641
10747828,103.790632102282
30494086,133.678097591981
16602494,126.07347269641
10725078,113.478006257119
36739044,103.790632102282
17459952,110.083765124054
4272842,105.860236098779
13459256,150.286684526137
18835540,103.790632102282
13103491,123.676667558611
36773013,103.790632102282
25613389,103.790632102282
10220066,118.113452735222
9722523,103.790632102282
6006754,103.790632102282
12005214,103.790632102282
