CUSTOMER_ID,LOYALTY_SEGMENT,CHEFS_TABLE,AGE, INCOME ,GENDER,ZIP_CODE,DMA,GEOGRAPHY,ACQUIRED_DATE,12_Mo_DELIVERY_FEE_PAID,12_Mo_DELIVERYPASS_USED,12_Mo_ DISCOUNT_AMOUNT,12_Mo_Orders,12_Mo_ORDERS_W_PROMO,12_Mo_Sales,24_Mo_DELIVERY_FEE_PAID,24_Mo_DELIVERYPASS_USED,24_Mo_DISCOUNT_AMOUNT,24_Mo_Orders,24_Mo_Orders_w_Promo,24_Mo_Sales,SUNDAY_ORDERS_12_MO,MONDAY_ORDERS_12_MO,TUESDAY_ORDERS_12_MO,WEDNESDAY_ORDERS_12_MO,THURSDAY_ORDERS_12_MO,FRIDAY_ORDERS_12_MO,SATURDAY_ORDERS_12_MO,AlcoholicBeverages,BabyBoutique,Bakery,Bread,Catering,Dairy,DeliandCheese,Floral,Freezer,Grocery,HealthandBeautyAids,HouseholdEssentials,Kitchen,MealKit,Meat,NonalcoholicBeverages,PetShop,Poultry,Produce,Seafood,Snacks
128638954,3,1,60,"$100,000 ",F,10005,NY-NJ,Manhattan,8/16/04,$119.82 ,0,$4.02 ,19,4,"$3,606 ",$239.62 ,0,$6.81 ,39,6,"$7,077 ",3,6,5,2,1,2, -   ,1.19%,0.00%,0.00%,0.45%,0.00%,21.49%,2.82%,0.00%,7.22%,4.66%,18.87%,0.48%,0.00%,0.00%,0.00%,8.74%,0.00%,0.00%,15.54%,0.00%,18.55%
115924410, Bi-Weekly Shoppers,1,44,"$300,000 ",F,10028,NY-NJ,Manhattan,8/17/04,$172.74 ,0,$0.03 ,26,3,"$4,722 ",$322.49 ,0,$5.75 ,51,6,"$9,608 ",3,8,4, -   ,1,5,5,24.46%,0.00%,0.00%,2.82%,0.00%,18.97%,2.59%,0.32%,6.73%,7.59%,0.00%,10.07%,6.48%,0.91%,0.77%,2.97%,0.00%,1.40%,3.06%,0.00%,10.86%
128295579,2,1,#N/A,#N/A,#N/A,11215,NY-NJ,Brooklyn,8/17/04,$13.98 ,34,$0.03 ,36,3,"$6,770 ",$109.82 ,57,$4.58 ,75,9,"$14,586 ",14,4,5,1,3,1,8,2.59%,0.00%,0.00%,1.52%,0.00%,10.08%,8.00%,0.00%,1.41%,8.81%,1.07%,4.47%,0.16%,0.00%,12.62%,7.42%,0.00%,1.94%,30.02%,2.06%,7.84%
128763517,5,0,58,"$300,000 ",F,10024,NY-NJ,Manhattan,8/17/04,$52.92 ,0,$0.01 ,8,1,"$1,591 ",$94.85 ,0,$0.04 ,15,4,"$2,797 ", -   , -   ,2,2,1,3, -   ,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.49%,38.06%,0.00%,0.00%,0.00%,60.45%,0.00%,0.00%,0.00%,0.00%,0.00%
128779226,3,0,40,"$75,000 ",F,10025,NY-NJ,Manhattan,8/17/04,$47.93 ,0,$99.42 ,14,11,"$1,606 ",$107.83 ,0,$137.66 ,29,19,"$3,558 ",4,2, -   ,3,1,1,3,0.00%,1.57%,0.00%,4.13%,0.00%,14.68%,3.51%,0.00%,23.92%,15.80%,0.00%,2.05%,0.00%,0.00%,0.00%,3.87%,0.00%,0.00%,18.69%,0.00%,11.78%
128869297,1,1,48,"$40,000 ",F,10025,NY-NJ,Manhattan,8/17/04,($0.18),40,$13.20 ,42,6,"$5,881 ",($0.18),87,$18.92 ,88,12,"$12,784 ",5,3, -   ,3,3,11,16,15.63%,0.00%,0.72%,0.77%,1.87%,13.30%,0.28%,0.20%,1.03%,2.60%,0.10%,1.51%,2.39%,2.89%,10.52%,23.94%,0.00%,3.02%,12.66%,1.98%,4.57%
112639282, Every Three Week Shoppers,1,36,"$75,000 ",M,11215,NY-NJ,Brooklyn,8/18/04,$0.00 ,24,$101.26 ,26,15,"$2,880 ",$5.99 ,52,$240.85 ,55,37,"$5,848 ",11,2,4,1,1,2,4,0.00%,1.55%,1.31%,0.00%,0.00%,9.61%,1.90%,0.00%,5.64%,4.40%,0.00%,1.10%,13.75%,0.00%,5.14%,0.69%,0.00%,14.39%,24.30%,13.63%,2.59%
129142866,1,1,39,"$175,000 ",F,10024,NY-NJ,Manhattan,8/19/04,$0.00 ,54,$4.07 ,66,9,"$8,176 ",$0.00 ,100,$4.10 ,100,12,"$15,218 ",10,13,11,12,8,7,3,0.72%,0.00%,0.86%,2.89%,0.00%,10.03%,0.54%,0.00%,9.67%,12.45%,0.12%,5.21%,11.19%,0.00%,6.22%,6.55%,0.00%,5.65%,14.73%,3.48%,9.71%
129237434,2,1,37,"$75,000 ",M,10011,NY-NJ,Manhattan,8/20/04,$0.00 ,0,$3.99 ,38,15,$49 ,$0.00 ,19,$15.79 ,21,24,"$3,178 ",11,10,5,2,4,1,3,0.00%,1.08%,0.66%,5.22%,0.00%,14.47%,6.95%,0.00%,6.24%,12.10%,0.22%,4.84%,4.28%,0.00%,6.01%,9.92%,0.24%,2.20%,15.98%,1.11%,8.47%
129262541,5,0,#N/A,#N/A,#N/A,11217,NY-NJ,Brooklyn,8/20/04,$5.99 ,0,$0.00 ,1,#N/A,$142 ,$11.98 ,0,$0.00 ,2,#N/A,$346 , -   , -   , -   , -   , -   ,1, -   ,0.00%,0.00%,7.28%,0.97%,0.00%,10.12%,4.95%,0.00%,1.17%,5.34%,0.00%,2.48%,23.87%,0.00%,17.79%,0.00%,0.00%,0.00%,12.81%,9.49%,3.72%
127722930,4,1,40,"$60,000 ",F,10128,NY-NJ,Manhattan,8/21/04,$21.96 ,17,$41.74 ,23,6,"$3,837 ",$21.96 ,56,$72.52 ,62,16,"$9,819 ",4,5, -   ,2,2,4,6,1.21%,0.86%,1.66%,2.95%,0.00%,14.10%,2.39%,3.25%,6.26%,15.84%,0.00%,16.54%,2.18%,0.00%,5.11%,13.27%,0.00%,1.45%,8.51%,0.42%,4.00%
129240588,3,1,#N/A,#N/A,#N/A,10025,NY-NJ,Manhattan,8/21/04,$5.99 ,0,$109.86 ,20,16,"$1,539 ",$23.96 ,0,$227.87 ,36,34,"$3,705 ",6, -   ,1, -   ,1,6,2,3.85%,0.00%,0.00%,3.54%,0.00%,9.24%,30.58%,0.00%,0.96%,3.06%,1.61%,9.32%,0.00%,0.00%,0.00%,6.32%,0.00%,0.00%,24.47%,0.00%,7.05%
128935690,3,0,#N/A,#N/A,#N/A,10022,NY-NJ,Manhattan,8/22/04,$0.00 ,5,$0.00 ,6,#N/A,$995 ,$0.00 ,17,$0.01 ,17,#N/A,"$2,439 ", -   , -   ,4, -   , -   , -   ,1,27.43%,0.00%,0.60%,0.52%,0.00%,2.78%,20.20%,14.93%,0.00%,2.35%,0.00%,0.00%,2.76%,0.00%,5.38%,0.36%,0.00%,3.15%,12.47%,7.07%,0.00%
129609189,1,1,64,"$50,000 ",M,10025,NY-NJ,Manhattan,8/22/04,$0.00 ,60,$0.05 ,62,5,"$4,425 ",$0.00 ,142,$1.12 ,142,13,"$10,579 ",9,9,6,9,6,12,9,8.85%,0.00%,0.00%,1.70%,0.00%,23.08%,4.77%,0.00%,22.35%,17.44%,2.71%,8.82%,0.00%,0.00%,0.00%,2.19%,0.00%,0.00%,2.25%,1.06%,4.77%
129712234,2,1,41,"$25,000 ",F,11215,NY-NJ,Brooklyn,8/22/04,$0.00 ,34,$0.05 ,36,4,"$7,708 ",$0.00 ,69,$13.31 ,69,12,"$16,697 ",10,10,5,1,3,4,1,10.34%,3.92%,0.00%,1.92%,0.00%,31.01%,3.98%,0.00%,4.65%,4.45%,0.00%,0.25%,11.85%,1.68%,2.58%,1.32%,0.00%,1.38%,11.38%,4.27%,5.02%
129732442,3,1,#N/A,#N/A,#N/A,11238,NY-NJ,Brooklyn,8/22/04,$209.69 ,0,$3.29 ,31,4,"$7,747 ",$413.35 ,0,$3.35 ,65,10,"$13,887 ",9,3,2,5,1,3,8,0.00%,0.11%,3.03%,8.49%,0.00%,15.64%,1.50%,0.00%,4.19%,9.05%,0.75%,15.82%,7.28%,0.00%,0.94%,13.72%,0.00%,1.59%,5.20%,0.00%,12.69%
129758774,2,1,46,"$50,000 ",M,10280,NY-NJ,Manhattan,8/22/04,$0.00 ,39,$7.06 ,41,8,"$4,464 ",$41.93 ,72,$7.09 ,79,11,"$9,875 ",8,4,9,4,4,8,2,0.00%,0.00%,0.61%,0.00%,0.00%,7.59%,0.53%,0.95%,4.02%,3.68%,0.88%,12.63%,0.99%,0.00%,24.13%,6.99%,0.00%,3.57%,32.64%,0.00%,0.79%
129782146,2,1,43,"$300,000 ",F,10024,NY-NJ,Manhattan,8/22/04,$184.72 ,0,$0.04 ,28,4,"$4,727 ",$310.51 ,0,$0.05 ,49,5,"$11,423 ", -   , -   , -   ,13,2,11,2,18.87%,0.00%,0.94%,0.00%,0.00%,2.84%,5.06%,0.00%,0.61%,10.74%,0.78%,29.27%,0.00%,0.00%,0.00%,28.30%,0.00%,0.00%,0.75%,0.00%,1.85%
129783193,1,1,48,"$150,000 ",M,10011,NY-NJ,Manhattan,8/22/04,$6.99 ,110,$6.05 ,113,8,"$13,823 ",$6.99 ,197,$7.10 ,198,14,"$25,382 ",2,17,25,17,25,22,3,0.00%,0.68%,5.90%,3.37%,0.00%,12.13%,4.33%,0.00%,2.54%,7.89%,2.56%,6.90%,18.16%,0.00%,1.05%,6.47%,0.08%,0.58%,15.83%,0.00%,11.54%
129681553,2,1,36,"$75,000 ",F,10019,NY-NJ,Manhattan,8/23/04,$6.99 ,48,$6.05 ,50,7,"$6,020 ",$12.98 ,88,$17.31 ,91,13,"$12,428 ",16,16,6,2,2,2,6,2.27%,3.14%,2.62%,1.93%,0.00%,7.78%,3.39%,0.00%,6.72%,9.20%,1.81%,13.56%,10.83%,0.00%,4.00%,4.90%,0.00%,4.52%,16.63%,0.00%,6.31%
129699926,1,1,43,"$50,000 ",M,10028,NY-NJ,Manhattan,8/23/04,$3.99 ,56,$28.86 ,61,13,"$8,519 ",$0.00 ,1,$0.00 ,1,20,$88 ,5,10,15,13,7,7,3,6.63%,0.14%,0.00%,0.57%,0.00%,20.49%,2.13%,0.00%,5.36%,6.30%,0.00%,12.04%,0.00%,0.00%,0.00%,11.17%,0.00%,0.00%,28.07%,0.00%,7.08%
129709407,2,1,37,"$50,000 ",F,11218,NY-NJ,Brooklyn,8/23/04,$0.00 ,36,$187.75 ,37,29,"$8,037 ",$0.00 ,87,$318.24 ,87,51,"$18,968 ",4,2,4,2,9,5,10,17.89%,0.00%,4.77%,2.06%,0.00%,12.58%,3.25%,0.00%,8.52%,7.77%,1.82%,1.45%,6.89%,0.00%,6.89%,7.60%,0.00%,0.75%,10.17%,2.47%,5.14%
129739052,1,1,48,"$175,000 ",F,11215,NY-NJ,Brooklyn,8/23/04,$0.00 ,67,$51.99 ,71,20,"$11,620 ",$53.91 ,107,$99.27 ,116,36,"$20,334 ",22,15,8,8,6,6,4,0.78%,0.14%,0.84%,3.24%,0.00%,16.44%,1.92%,0.00%,16.28%,3.87%,2.22%,0.51%,29.47%,0.00%,2.98%,12.23%,0.00%,1.08%,1.73%,1.44%,4.83%
129915499,1,1,41,"$65,000 ",M,10038,NY-NJ,Manhattan,8/23/04,$292.56 ,0,$2.02 ,44,3,"$5,462 ",$598.05 ,0,$2.06 ,95,7,"$11,422 ",5,7,4,7,3,5,13,0.00%,0.00%,1.64%,0.10%,0.00%,8.61%,7.84%,0.00%,0.00%,1.43%,0.00%,0.52%,10.73%,0.00%,10.06%,8.86%,0.00%,14.63%,15.02%,3.05%,17.52%
129964441,5,0,35,"$150,000 ",M,10025,NY-NJ,Manhattan,8/23/04,$27.96 ,0,$0.01 ,8,1,$347 ,$76.88 ,0,$2.03 ,12,3,"$1,056 ", -   ,2,2,1,2,1, -   ,0.00%,0.00%,1.97%,10.26%,0.00%,4.69%,10.21%,0.00%,11.79%,4.59%,0.00%,10.72%,2.24%,0.00%,0.00%,29.53%,0.00%,0.00%,0.00%,0.00%,13.99%
127149355,2,1,#N/A,#N/A,#N/A,10021,NY-NJ,Manhattan,8/24/04,$190.71 ,0,$7.08 ,30,8,"$5,526 ",$346.45 ,0,$7.12 ,56,12,"$9,976 ",2,8,5,4,5,3,3,0.00%,0.62%,0.00%,2.70%,0.00%,19.59%,3.24%,0.00%,4.36%,14.46%,0.57%,11.19%,0.00%,0.00%,2.63%,3.69%,0.00%,0.72%,26.55%,0.00%,9.69%
129965420,1,1,#N/A,#N/A,#N/A,10016,NY-NJ,Manhattan,8/24/04,$0.00 ,104,$405.77 ,127,61,"$12,624 ",$0.00 ,229,$749.57 ,231,116,"$25,546 ",16,14,9,18,13,15,19,22.56%,0.08%,3.23%,0.90%,0.00%,6.01%,7.57%,0.95%,3.29%,5.63%,1.23%,6.45%,7.95%,0.00%,2.18%,3.48%,0.00%,1.11%,18.90%,6.17%,2.33%
130137835,3,1,47,"$100,000 ",M,10021,NY-NJ,Manhattan,8/24/04,$0.00 ,26,$0.03 ,27,2,"$2,076 ",$83.86 ,34,$0.06 ,48,5,"$4,051 ",2,14,8,1, -   ,1, -   ,0.00%,0.00%,0.00%,0.00%,0.00%,8.86%,0.00%,0.00%,1.83%,4.63%,0.00%,28.49%,0.00%,0.00%,0.00%,9.06%,0.00%,0.00%,46.09%,0.00%,1.04%
130143461,1,1,33,"$300,000 ",F,10024,NY-NJ,Manhattan,8/24/04,$284.57 ,0,$20.01 ,43,3,"$7,174 ",$512.19 ,0,$26.04 ,82,8,"$12,036 ",29,7,1, -   ,1,2,3,2.16%,3.03%,0.71%,1.38%,4.34%,17.86%,0.85%,0.00%,6.95%,7.37%,0.40%,16.43%,5.66%,0.00%,0.00%,4.39%,0.00%,1.44%,20.28%,1.62%,5.15%
113233419, Weekly Shoppers,1,52,"$55,000 ",F,11230,NY-NJ,Brooklyn,8/25/04,$0.00 ,49,$0.02 ,53,2,"$8,344 ",$0.00 ,97,$6.03 ,97,6,"$13,836 ",38,4, -   ,1,1,1,4,2.81%,0.00%,0.00%,5.80%,0.00%,18.28%,4.49%,0.81%,4.00%,9.11%,0.85%,2.13%,1.17%,3.36%,0.00%,9.47%,0.00%,16.77%,12.00%,6.06%,2.90%
130120075,1,1,31,"$100,000 ",M,10012,NY-NJ,Manhattan,8/25/04,$0.00 ,39,$14.72 ,40,5,"$7,222 ",$0.00 ,74,$16.72 ,74,6,"$14,015 ",3,4,8,9,4,6,5,8.51%,0.11%,0.79%,0.63%,0.00%,17.07%,0.64%,0.00%,1.06%,10.67%,0.26%,1.45%,2.44%,0.00%,4.68%,2.04%,0.00%,4.22%,34.47%,10.50%,0.46%
130232966,3,1,47,"$75,000 ",F,10016,NY-NJ,Manhattan,8/25/04,$0.00 ,28,$69.34 ,28,8,"$2,413 ",$0.00 ,33,$69.34 ,33,8,"$3,105 ",11,6,5,1,1, -   ,4,1.91%,0.72%,2.96%,2.86%,0.00%,15.50%,11.86%,0.95%,1.55%,13.64%,2.72%,4.98%,0.00%,0.00%,0.00%,11.71%,0.00%,0.00%,21.65%,0.00%,6.98%
130246020,4,1,50,"$75,000 ",F,11218,NY-NJ,Brooklyn,8/25/04,$92.86 ,0,$0.02 ,14,2,"$4,258 ",$188.70 ,0,$0.03 ,30,3,"$8,207 ",2,4,2,4, -   ,1,1,4.56%,0.00%,0.69%,2.32%,0.00%,11.09%,3.17%,0.00%,5.78%,9.07%,0.94%,7.68%,13.80%,1.37%,1.67%,9.36%,0.00%,1.08%,18.13%,1.27%,8.03%
130246437,4,1,#N/A,#N/A,#N/A,10023,NY-NJ,Manhattan,8/25/04,$27.96 ,0,$94.98 ,14,13,"$2,267 ",$63.90 ,0,$188.03 ,29,26,"$5,453 ",3, -   ,1, -   ,4,6, -   ,0.00%,0.00%,0.00%,0.00%,0.00%,5.86%,0.00%,0.00%,0.00%,2.78%,0.00%,9.28%,0.00%,0.00%,0.00%,72.96%,0.00%,0.00%,9.11%,0.00%,0.00%
130298763,1,1,52,"$75,000 ",F,10012,NY-NJ,Manhattan,8/25/04,$20.97 ,37,$56.67 ,40,18,"$7,032 ",$26.96 ,82,$101.63 ,87,33,"$15,836 ",5,3,5,7,5,8,7,4.11%,0.00%,0.00%,0.87%,0.00%,7.40%,14.04%,2.11%,2.45%,8.56%,1.77%,6.63%,2.22%,0.52%,0.91%,3.05%,0.00%,1.76%,27.20%,8.97%,7.42%
130313903,2,1,58,"$250,000 ",F,10023,NY-NJ,Manhattan,8/25/04,$0.00 ,38,$2.02 ,39,3,"$5,983 ",$0.00 ,80,$8.07 ,80,10,"$13,177 ",2,7,15,2,11, -   ,1,7.98%,0.44%,0.00%,3.02%,18.47%,17.00%,4.89%,0.00%,0.64%,6.36%,2.63%,10.42%,5.37%,0.00%,0.00%,6.75%,0.00%,0.00%,13.64%,0.00%,2.40%
130229264,1,1,58,"$100,000 ",M,11211,NY-NJ,Brooklyn,8/26/04,$0.00 ,50,$2.09 ,51,9,"$7,366 ",$0.00 ,102,$4.19 ,102,20,"$15,562 ",1,8,3,16, -   ,7,15,11.75%,0.21%,0.00%,0.00%,1.02%,9.07%,23.73%,0.00%,4.45%,5.96%,0.74%,5.54%,0.63%,0.00%,15.24%,7.52%,0.00%,0.69%,4.48%,8.10%,0.88%
130251462,3,1,76,"$175,000 ",F,10128,NY-NJ,Manhattan,8/26/04,$0.00 ,25,$5.02 ,26,2,"$4,276 ",$0.00 ,71,$64.97 ,71,12,"$10,510 ", -   ,6,3,4,2,2,8,10.14%,0.91%,0.83%,1.83%,0.00%,15.54%,9.91%,3.81%,0.27%,11.03%,0.00%,0.89%,1.90%,0.00%,4.13%,2.78%,0.00%,4.33%,25.60%,4.13%,1.98%
130390709,3,1,41,"$150,000 ",F,10025,NY-NJ,Manhattan,8/26/04,$17.97 ,36,$80.25 ,40,9,"$4,372 ",$53.91 ,64,$135.26 ,76,17,"$8,063 ",9,9,4,1,1,8,8,0.84%,0.00%,0.00%,2.49%,0.00%,24.91%,6.57%,0.00%,7.26%,4.90%,0.18%,9.42%,20.86%,0.00%,0.64%,8.73%,0.00%,0.00%,12.56%,0.00%,0.66%
130420462,1,1,38,($1),F,10002,NY-NJ,Manhattan,8/26/04,$0.00 ,47,$3.04 ,49,5,"$5,031 ",$0.00 ,87,$10.07 ,87,10,"$8,314 ",9,7,6,4,5,7,9,8.88%,9.68%,0.26%,3.47%,0.00%,29.10%,0.21%,0.00%,1.69%,5.60%,0.00%,2.89%,7.97%,0.00%,1.28%,10.44%,0.00%,2.50%,5.79%,0.38%,9.85%
130433278,1,1,#N/A,#N/A,#N/A,7070,NY-NJ,New Jersey,8/26/04,$0.00 ,4,$0.00 ,84,27,$318 ,$0.00 ,4,$0.00 ,4,54,$318 ,7,21,11,13,11,7,13,9.53%,0.07%,2.97%,0.89%,0.00%,12.06%,0.32%,0.00%,1.35%,2.64%,0.00%,0.00%,3.07%,7.67%,16.75%,0.33%,0.00%,5.39%,21.96%,14.10%,0.62%
129648429,2,1,33,"$150,000 ",M,10003,NY-NJ,Manhattan,8/27/04,$0.00 ,20,$12.04 ,38,6,"$3,358 ",$0.00 ,20,$12.04 ,20,10,"$3,358 ", -   ,9,14,6,6,1,1,2.57%,0.32%,0.29%,0.00%,0.00%,9.25%,17.85%,0.00%,13.38%,7.74%,0.00%,0.78%,6.59%,0.00%,2.59%,5.84%,0.00%,0.00%,26.33%,5.69%,0.79%
129616009,2,1,42,"$300,000 ",F,10018,NY-NJ,Manhattan,8/28/04,$0.00 ,24,$68.22 ,41,16,"$2,890 ",$0.00 ,33,$102.57 ,34,27,"$3,750 ",2,7,8,3,7,11,1,0.00%,0.00%,1.52%,0.68%,0.00%,17.49%,17.07%,2.58%,1.83%,13.77%,0.26%,4.10%,0.68%,0.00%,13.39%,4.92%,0.00%,5.88%,7.21%,2.27%,6.37%
130696376,4,1,68,"$75,000 ",F,10036,NY-NJ,Manhattan,8/28/04,$38.94 ,8,$0.01 ,14,1,"$1,089 ",$50.92 ,22,$1.24 ,30,5,"$2,134 ", -   ,2,6,5,1, -   , -   ,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.96%,0.00%,1.18%,4.12%,1.29%,24.22%,0.00%,0.00%,0.00%,21.26%,0.00%,0.00%,44.96%,0.00%,0.00%
121188535,3,0,#N/A,#N/A,#N/A,10005,NY-NJ,Manhattan,8/29/04,$0.00 ,22,$51.06 ,22,12,"$2,696 ",$0.00 ,44,$86.09 ,44,22,"$5,077 ",8, -   , -   ,1,3,8,2,4.81%,0.00%,0.00%,1.81%,0.00%,18.58%,4.42%,0.00%,3.40%,9.98%,0.00%,0.00%,0.00%,0.00%,5.45%,0.69%,0.00%,10.07%,35.39%,3.77%,1.63%
130848925,5,0,33,"$150,000 ",F,10021,NY-NJ,Manhattan,8/29/04,$60.91 ,0,$0.02 ,9,2,$664 ,$72.89 ,0,$0.02 ,11,2,$932 , -   ,2,2,4,1, -   , -   ,7.40%,10.92%,5.05%,33.61%,0.00%,9.44%,1.61%,0.00%,2.24%,10.49%,0.00%,5.79%,8.22%,0.00%,0.00%,0.00%,0.00%,0.00%,2.62%,0.00%,2.62%
127746859,2,1,44,"$10,000 ",F,11217,NY-NJ,Brooklyn,8/30/04,$282.58 ,0,$3.95 ,42,4,"$9,701 ",$522.18 ,0,$4.02 ,82,11,"$18,585 ",17,8,5,5,1,2,4,0.81%,0.00%,2.20%,1.88%,0.00%,15.14%,5.11%,0.00%,3.21%,7.25%,1.23%,6.79%,25.60%,0.67%,3.75%,0.50%,0.00%,2.44%,15.54%,0.00%,7.88%
130533247,4,0,66,"$50,000 ",M,10024,NY-NJ,Manhattan,9/1/04,$24.96 ,0,$0.00 ,4,#N/A,$459 ,$48.92 ,0,$0.00 ,8,#N/A,$945 ,1,2,1, -   , -   , -   , -   ,7.59%,0.00%,0.74%,0.00%,0.00%,8.83%,8.90%,0.00%,2.53%,5.48%,0.00%,0.00%,0.00%,0.00%,0.00%,11.25%,0.00%,9.49%,35.98%,0.00%,9.22%
120377204,1,1,59,"$175,000 ",F,11225,NY-NJ,Brooklyn,9/2/04,$0.00 ,49,$11.66 ,51,7,"$10,069 ",$47.92 ,85,$17.71 ,94,15,"$20,298 ",9,9,2,9,1,4,16,6.12%,0.00%,2.61%,1.79%,0.00%,9.10%,15.59%,0.00%,2.11%,4.95%,1.42%,7.33%,10.27%,0.00%,3.76%,7.06%,0.00%,2.96%,15.79%,7.20%,1.95%
130187684,3,1,43,"$50,000 ",M,11211,NY-NJ,Brooklyn,9/3/04,$201.70 ,0,$18.00 ,31,5,"$4,681 ",$381.40 ,0,$31.04 ,62,13,"$9,075 ",11,3,3,3, -   ,2,9,19.63%,0.00%,0.00%,0.48%,0.00%,2.80%,1.44%,0.00%,1.66%,3.63%,0.92%,4.42%,5.04%,0.00%,2.92%,50.04%,0.00%,0.96%,5.97%,0.00%,0.11%
130810397,1,1,54,"$250,000 ",F,11101,NY-NJ,Queens,9/3/04,$0.00 ,42,$0.00 ,120,24,"$1,906 ",$0.00 ,86,$12.08 ,87,48,"$3,973 ",11,34,19,8,12,13,20,1.01%,0.00%,0.41%,0.00%,0.00%,8.95%,15.74%,0.00%,12.43%,1.31%,0.00%,0.29%,30.19%,0.00%,0.00%,2.63%,0.00%,0.00%,14.49%,8.34%,4.20%
119732702, Bi-Weekly Shoppers,0,51,"$150,000 ",F,10023,NY-NJ,Manhattan,9/5/04,$6.99 ,10,$85.03 ,12,7,"$1,037 ",$6.99 ,10,$85.03 ,11,7,"$1,037 ", -   ,1,2,1,1,5,1,3.66%,0.00%,0.00%,2.48%,0.00%,15.71%,5.93%,0.00%,1.26%,7.84%,0.00%,0.17%,14.55%,0.00%,0.00%,0.82%,0.00%,8.45%,26.38%,10.47%,2.26%
127608428,2,1,#N/A,#N/A,#N/A,10006,NY-NJ,Manhattan,9/5/04,$5.99 ,10,$31.99 ,12,1,$698 ,$5.99 ,10,$31.99 ,12,2,$698 ,3,3, -   ,1, -   ,3,2,1.56%,0.00%,0.00%,1.43%,0.00%,24.50%,0.00%,0.00%,7.10%,25.04%,0.00%,0.00%,1.07%,0.00%,0.00%,4.15%,0.00%,0.00%,15.95%,0.99%,18.22%
127301787,2,1,49,"$150,000 ",M,10028,NY-NJ,Manhattan,9/7/04,$0.00 ,48,$22.57 ,50,8,"$7,202 ",$0.00 ,94,$90.63 ,94,19,"$15,330 ",3,22,4,1,3,10,5,0.00%,0.00%,0.00%,0.81%,0.00%,15.99%,7.04%,0.00%,3.92%,12.88%,0.00%,3.92%,0.00%,0.00%,15.82%,6.25%,0.00%,2.11%,15.00%,13.45%,2.81%
100583692,Every Three Week Shoppers,0,47,"$75,000 ",F,11217,NY-NJ,Brooklyn,9/9/04,$72.89 ,0,$0.03 ,11,3,"$1,105 ",$138.78 ,0,$0.05 ,22,5,"$1,938 ",1, -   ,1,4,5, -   , -   ,3.07%,0.00%,0.00%,0.00%,0.00%,3.54%,2.83%,0.00%,0.00%,1.30%,1.18%,4.17%,0.00%,0.00%,23.89%,25.75%,0.00%,34.28%,0.00%,0.00%,0.00%
118642763, Infrequent Shoppers,0,46,"$100,000 ",F,10019,NY-NJ,Manhattan,9/15/04,$19.97 ,0,$0.00 ,3,#N/A,$288 ,$0.00 ,2,$0.00 ,2,#N/A,$82 ,1, -   , -   ,1, -   ,1, -   ,0.00%,0.00%,0.00%,24.57%,0.00%,8.39%,3.47%,0.00%,0.00%,0.00%,0.00%,0.00%,9.45%,0.00%,27.11%,3.41%,0.00%,0.00%,13.34%,10.24%,0.00%
117697654, Every Three Week Shoppers,1,43,"$30,000 ",F,11238,NY-NJ,Brooklyn,9/17/04,$84.87 ,0,$5.01 ,13,2,"$1,384 ",$210.66 ,0,$5.03 ,34,4,"$3,439 ",2,2,4,2,2, -   ,1,0.89%,0.00%,6.43%,1.64%,0.00%,8.78%,2.13%,0.75%,5.22%,10.74%,4.58%,21.11%,7.27%,0.00%,1.16%,9.06%,0.00%,0.33%,16.12%,0.00%,3.79%
12419321,5,0,41,($1),M,11222,NY-NJ,Brooklyn,9/20/04,$19.97 ,0,$0.00 ,3,#N/A,$554 ,$19.97 ,0,$0.00 ,3,#N/A,$554 , -   , -   , -   ,1,2, -   , -   ,0.00%,0.00%,1.17%,3.75%,0.00%,16.37%,1.93%,0.00%,11.49%,18.02%,0.00%,0.00%,0.00%,0.00%,0.00%,29.39%,0.00%,0.00%,13.77%,0.00%,4.10%
121535143,4,1,53,"$100,000 ",F,11215,NY-NJ,Brooklyn,9/23/04,$73.89 ,0,$0.01 ,11,1,"$1,349 ",$35.94 ,0,$0.01 ,6,5,$671 ,6,1,1, -   , -   , -   ,3,4.52%,0.00%,1.13%,1.28%,0.00%,20.02%,4.15%,0.00%,0.00%,21.73%,0.00%,3.20%,2.45%,0.00%,6.54%,7.63%,0.00%,7.78%,8.32%,3.84%,7.41%
129760686,2,1,52,"$40,000 ",M,10001,NY-NJ,Manhattan,9/25/04,$145.78 ,0,$0.01 ,22,1,"$3,272 ",$205.68 ,0,$0.02 ,32,2,"$4,907 ",5,6,2,2,3,1,3,0.00%,0.91%,0.72%,1.65%,0.00%,12.61%,3.46%,0.00%,0.67%,11.90%,21.44%,7.15%,17.04%,0.00%,5.97%,10.07%,0.00%,1.08%,4.83%,0.00%,0.51%
123322151,2,1,55,"$150,000 ",F,10011,NY-NJ,Manhattan,9/27/04,$0.00 ,1,$0.00 ,26,5,$52 ,$0.00 ,1,$0.00 ,1,6,$52 ,10, -   , -   ,1, -   ,2,9,5.85%,0.00%,0.69%,0.00%,15.29%,2.30%,8.79%,0.00%,2.94%,6.56%,1.15%,6.76%,3.17%,0.00%,1.85%,2.03%,0.00%,4.08%,23.73%,2.48%,12.31%
