"id","price"
18158204,183.378449121982
10960576,207.093253993492
23168966,158.809082267662
4433087,137.601321941734
7654385,144.593324959628
30440510,143.532836458282
1411556,143.532836458282
3750424,143.532836458282
17026440,183.378449121982
1365322,143.532836458282
15601612,183.378449121982
2367264,144.593324959628
17556681,239.749403365861
24001619,258.815526324412
13731269,143.532836458282
11159274,137.601321941734
9798227,144.593324959628
16905728,144.593324959628
30446481,137.601321941734
27854564,227.966026041395
13193712,182.114168135227
14432786,144.593324959628
17202864,143.532836458282
7351106,144.593324959628
27316240,144.593324959628
21201577,183.378449121982
12865593,183.378449121982
18554945,339.477404109459
6939721,137.601321941734
36234790,163.917525312878
9972882,272.522683447159
5891428,144.593324959628
3591555,163.917525312878
21836327,143.532836458282
20455901,163.917525312878
31694572,258.697006722439
6684853,163.917525312878
9325448,144.593324959628
33781195,137.601321941734
10053821,183.378449121982
14006102,137.601321941734
1232040,227.966026041395
33798517,144.593324959628
3868804,203.353899430523
24942116,164.405608506185
29575208,163.917525312878
4687889,260.070585891666
14914982,241.564376605517
15710793,144.593324959628
9714108,144.593324959628
21937686,144.593324959628
27663127,183.378449121982
9929807,192.986543055464
21636669,162.653244326123
22322796,241.564376605517
10466763,137.601321941734
5335397,137.601321941734
4607973,192.986543055464
11874287,144.593324959628
15411155,143.532836458282
14736170,138.584301875984
4727645,192.986543055464
15422360,143.532836458282
16689474,322.358065848839
30681686,143.532836458282
12187229,212.961993364004
15436649,183.378449121982
35974793,163.917525312878
27591069,203.353899430523
6253591,143.532836458282
14905774,143.532836458282
34342730,241.568130259512
36685073,138.584301875984
14623874,143.532836458282
8953969,137.601321941734
10514744,137.601321941734
10824987,182.114168135227
3730674,339.918798179889
11041522,138.584301875984
13619528,309.201109355146
24191246,144.593324959628
9558329,273.618104622358
5415770,162.653244326123
27761068,192.986543055464
19682975,144.593324959628
32633569,212.961993364004
36757710,228.41117376582
25738725,163.917525312878
7920559,144.593324959628
5173778,183.378449121982
35406938,182.114168135227
36395129,144.593324959628
13652346,183.378449121982
16822637,137.601321941734
11546662,144.593324959628
25296737,212.758200878595
8045613,212.961993364004
5213164,163.917525312878
20835426,183.378449121982
17526830,183.378449121982
20454441,192.986543055464
12670353,143.532836458282
5986780,192.986543055464
17554196,182.114168135227
27354643,144.593324959628
1079437,143.532836458282
36089366,182.114168135227
36826201,183.526016374027
14779980,143.532836458282
3045953,241.564376605517
25897646,163.917525312878
3051411,202.986940183131
15896899,208.43572345728
15899144,183.378449121982
15901519,192.986543055464
36457811,143.532836458282
36458334,143.532836458282
3213575,144.593324959628
25162175,192.986543055464
21102845,163.917525312878
7672551,144.593324959628
30364701,143.532836458282
27878389,163.917525312878
26579397,129.358165752615
8394604,171.630943118746
7812780,129.358165752615
24350103,129.358165752615
4003070,129.358165752615
28854634,195.279789939207
2689589,149.146064421102
12360569,129.358165752615
2331273,204.990672746257
4928570,149.146064421102
2550255,129.358165752615
14182888,204.990672746257
13449335,129.358165752615
4283721,153.007012573076
10641640,122.522393129305
7217455,129.358165752615
8123683,171.630943118746
3811912,129.358165752615
14066066,124.427172395832
13514953,129.358165752615
13396073,129.358165752615
2996913,129.358165752615
4128544,129.358165752615
24765987,122.522393129305
10021334,149.146064421102
6140813,171.630943118746
210496,212.085855079052
147822,129.358165752615
7444404,149.146064421102
11325902,129.358165752615
7704561,129.358165752615
172758,173.817023437779
20107798,297.711376370991
10711324,149.146064421102
11880528,189.891275824097
17641709,122.522393129305
14272720,129.358165752615
30066071,129.358165752615
1338991,129.358165752615
9262931,171.630943118746
10189391,131.340453586239
