"id","price"
18158204,259.625383042327
10960576,266.710422543502
23168966,181.747958509397
4433087,131.739033791841
7654385,212.770367082738
30440510,188.297085934835
1411556,153.061926055353
3750424,179.088924902113
17026440,233.317284588163
1365322,164.099486858432
15601612,246.194386654473
2367264,186.979894679007
17556681,330.367647036551
24001619,315.351847651565
13731269,171.465098009056
11159274,162.118483428438
9798227,213.512245225628
16905728,209.571388778741
30446481,141.781487327023
27854564,295.499792868826
13193712,218.655227038832
14432786,204.424705068193
17202864,193.659850205352
7351106,177.716309807319
27316240,217.978793193976
21201577,223.574199377775
12865593,587.676489687062
18554945,489.19912765505
6939721,86.1788693783632
36234790,224.73363831826
9972882,468.943445379589
5891428,189.89169672376
3591555,185.180710870805
21836327,160.288945835877
20455901,255.316128791939
31694572,335.587034013737
6684853,223.383074575437
9325448,205.530391151181
33781195,123.974713859503
10053821,254.513565756813
14006102,125.057825055169
1232040,304.634260144451
33798517,210.064609574956
3868804,266.515391753522
24942116,576.2850547897
29575208,240.047147776219
4687889,398.289179029709
14914982,370.079715339069
15710793,206.723950296438
9714108,179.086019639521
21937686,191.60770072887
27663127,228.964497116906
9929807,253.094950575951
21636669,179.155711182952
22322796,377.459311945156
10466763,63.5176006199025
5335397,149.362466757388
4607973,254.166987763812
11874287,181.542130926815
15411155,184.123510928202
14736170,178.670625256146
4727645,254.143669374563
15422360,129.98238000801
16689474,461.013307593901
30681686,160.299622732233
12187229,279.719825327164
15436649,243.899073865287
35974793,241.524885128982
27591069,273.633925307606
6253591,183.465573408522
14905774,164.648634259388
34342730,410.060695337844
36685073,185.297667029829
14623874,192.293736422225
8953969,87.2201555903394
10514744,66.7333925954559
10824987,195.126252935017
3730674,515.044716082001
11041522,139.882264295002
13619528,347.149649193164
24191246,255.192043496991
9558329,496.890763793076
5415770,173.903792986643
27761068,338.836806533952
19682975,163.221593168757
32633569,279.881713834535
36757710,380.141623613471
25738725,232.830075029368
7920559,188.583197146594
5173778,247.240523297678
35406938,265.35473477534
36395129,204.512423328454
13652346,266.47718208813
16822637,139.015262387288
11546662,258.73654706424
25296737,276.793866044695
8045613,314.080951235671
5213164,224.969443185073
20835426,225.309676397736
17526830,255.529142805762
20454441,284.698537622021
12670353,168.47037442618
5986780,254.143669374563
17554196,223.925871819403
27354643,255.286077949431
1079437,185.246208592296
36089366,221.438127333284
36826201,215.049030844195
14779980,185.613596259894
3045953,366.507102740754
25897646,218.968354308213
3051411,244.922056167964
15896899,297.008969896797
15899144,246.478966498012
15901519,291.50156280043
36457811,173.783180900286
